ID_Zindi,GT_NO2
ID_2MYNQS,29.120020643406463
ID_P4U5WU,35.97314435956173
ID_U4KWPK,38.64812434103749
ID_QGSNTZ,33.82046180470945
ID_GHSZ6K,31.628794210210003
ID_NKPFFW,34.00773895719334
ID_Z9ICW9,25.064771304671808
ID_H2YFI6,26.92800313027999
ID_RMBWWV,26.615091069506548
ID_8JASJD,29.070415013083334
ID_BVXTI2,22.78518849701379
ID_NDIOUZ,26.00823055970295
ID_AWH9CU,24.013438265724403
ID_FF8GFR,35.00310815117871
ID_SQCZ4B,45.413000706421485
ID_C2YTPV,27.220690138997725
ID_WV7RFQ,28.799581473963826
ID_E3CKAK,23.140020880753582
ID_U7XGZ3,29.50773028304343
ID_X8599L,35.48297641539966
ID_HR1N35,41.103805512005806
ID_O6FGA6,30.53740991948473
ID_Y1FO8G,36.46156744619964
ID_SGDI1C,37.758713634819344
ID_T2H0JJ,35.439065287288315
ID_V7BMNG,40.87110139930843
ID_S5MA32,43.39644919457572
ID_ANJZBA,40.98736075624231
ID_NZT2L7,40.04815000704497
ID_E4N2P4,42.21487701065553
ID_2LPD4W,38.066920862537415
ID_U51CCO,34.54335831350164
ID_7P7MDZ,36.77894033007891
ID_ZOMAXE,36.19564265034916
ID_L3HX41,36.83169947136736
ID_8E6XW7,36.95948824191487
ID_L36A06,31.524053880819622
ID_4UUVO8,36.10065965692331
ID_AI3L14,48.7306004348236
ID_Q3TKJO,33.4176858651976
ID_YSLM9R,40.15200430958771
ID_16OJ5Q,31.86303356275664
ID_BCQDMF,33.241720666292395
ID_HESMLO,33.163501744282485
ID_LVSQ5Z,39.90783435126349
ID_NYSBK9,50.6938510664998
ID_JO0816,47.27506719914459
ID_YU2FDJ,64.91405204364986
ID_WK1H30,37.13918489848476
ID_IMZNQW,35.21024684097415
ID_SV2X3R,27.538249022911998
ID_CUSO3Y,23.60836911848253
ID_3UDDC0,23.552614941259208
ID_W2SSXO,31.738809585189813
ID_WMBNA7,26.364849435419785
ID_8VHGC2,33.38466895754192
ID_EQZ4UO,30.103440560453976
ID_1HERHC,28.253336813759006
ID_CGV391,38.35478706113338
ID_D83DS9,28.769003413406438
ID_QB5VS9,35.800498630050754
ID_W4DSPL,39.98241406406299
ID_9QKTKF,46.91259262230517
ID_HUZUAO,46.146798375539106
ID_PTL4H1,40.06246100387108
ID_WG2SNW,39.82000453251237
ID_Y1YZTR,33.9095263216646
ID_TBFXSQ,38.11168157884396
ID_S53F29,40.00446838191624
ID_TYNKOT,33.21797623319242
ID_N6M5PK,33.734363974128655
ID_R760HZ,33.78316357168251
ID_3PBV8W,34.675634116880474
ID_VIF4K7,37.085848066366225
ID_JDSXF9,39.17694234621558
ID_3VGIYJ,43.30565605555336
