ID_Zindi,GT_NO2
ID_2MYNQS,23.766213616719256
ID_P4U5WU,33.35655446972817
ID_U4KWPK,35.796382908683654
ID_QGSNTZ,36.14493657509155
ID_GHSZ6K,29.435776854884296
ID_NKPFFW,36.86735967228719
ID_Z9ICW9,25.021327883660945
ID_H2YFI6,27.45887913199664
ID_RMBWWV,26.364498879634084
ID_8JASJD,30.264108395576386
ID_BVXTI2,22.82705442488225
ID_NDIOUZ,23.070710976992927
ID_AWH9CU,24.695277953415598
ID_FF8GFR,34.29634037539677
ID_SQCZ4B,41.48929993599381
ID_C2YTPV,26.691538798168096
ID_WV7RFQ,26.026164438647186
ID_E3CKAK,23.542020927076123
ID_U7XGZ3,28.721157975774133
ID_X8599L,34.60124765926474
ID_HR1N35,44.78102229863936
ID_O6FGA6,29.401123235177522
ID_Y1FO8G,38.02051777006869
ID_SGDI1C,35.043998124869916
ID_T2H0JJ,32.46436400152402
ID_V7BMNG,37.56714891167991
ID_S5MA32,40.14587984334901
ID_ANJZBA,37.45151453513216
ID_NZT2L7,40.709265695577926
ID_E4N2P4,38.80896967664199
ID_2LPD4W,35.59791540274591
ID_U51CCO,33.983747130375605
ID_7P7MDZ,28.613106436633245
ID_ZOMAXE,33.85938508183
ID_L3HX41,34.213810381285384
ID_8E6XW7,34.52167652011468
ID_L36A06,23.862283099543845
ID_4UUVO8,27.33193585326933
ID_AI3L14,43.42316166034453
ID_Q3TKJO,31.296582154571013
ID_YSLM9R,36.20574200403007
ID_16OJ5Q,30.137032581809365
ID_BCQDMF,31.858496882561553
ID_HESMLO,25.258271230360663
ID_LVSQ5Z,41.371847913939234
ID_NYSBK9,76.83117683534414
ID_JO0816,66.54313259246754
ID_YU2FDJ,111.60635059136729
ID_WK1H30,43.785362963565944
ID_IMZNQW,33.78614241909003
ID_SV2X3R,27.09047176885582
ID_CUSO3Y,24.24674666899881
ID_3UDDC0,23.739215753028304
ID_W2SSXO,31.425581813929682
ID_WMBNA7,26.424558680376606
ID_8VHGC2,32.64303546029623
ID_EQZ4UO,29.540720414567772
ID_1HERHC,27.390166215096997
ID_CGV391,35.51605191922812
ID_D83DS9,23.0501657791732
ID_QB5VS9,33.58783101666921
ID_W4DSPL,37.510066129946665
ID_9QKTKF,55.38226915686306
ID_HUZUAO,40.979950648973784
ID_PTL4H1,36.45508099175811
ID_WG2SNW,36.13097988608229
ID_Y1YZTR,29.19558756326063
ID_TBFXSQ,32.26301458239743
ID_S53F29,36.35431923617256
ID_TYNKOT,28.78737378676516
ID_N6M5PK,27.628917610701023
ID_R760HZ,30.225122769166944
ID_3PBV8W,30.58841845728284
ID_VIF4K7,34.91679256927836
ID_JDSXF9,35.1165693764284
ID_3VGIYJ,38.505325827639695
ID_SPQFBT,33.937893991011435
ID_02BG4I,39.05927307856177
ID_EJIJRY,29.060628599659026
ID_M0JA5H,40.104902791860184
ID_5AQZBC,29.42592475577095
ID_YMSH34,29.69879555283768
ID_42SUHK,25.294549877641032
ID_JMWTV5,31.804841767493542
ID_719VF9,28.308528167225006
ID_0S1YRT,37.32651146474535
ID_O6PX6V,34.04786721340173
ID_U5WPHP,30.474743219924164
ID_380H7O,29.263960407362447
ID_9J0SDU,26.622247518770905
ID_AJ3XXY,35.89594870923355
ID_P89XNE,42.23844022789979
ID_RZ2XF4,43.07867746088567
ID_UX114U,33.934931433701365
ID_8RV42R,34.67261381274045
ID_5VJL5N,37.37833569969075
ID_9PWE2N,34.06968029986342
ID_XGMDRY,37.681006525829446
ID_VB1LGM,42.001628715617414
ID_1GKYOS,34.80847954031219
ID_WHJZDT,31.326723566225553
ID_4QSMAQ,33.74840925793853
ID_L7B5ZY,29.509393368911958
ID_88WB3J,27.479213178124496
ID_G0B9R1,32.07425542694443
ID_HEHFYZ,50.34609526371372
ID_U4MH6V,37.39737722356733
ID_1TBLHY,33.91399225559229
ID_EFNXPP,23.982757407169345
ID_KQOP09,27.775494513677017
ID_XDQZBU,37.84502279790246
ID_5OFLXB,26.664611156460808
ID_6DMT73,28.558894419154512
ID_HCNU75,25.261400740454576
ID_9IZ1F3,23.646057928595553
ID_P85NVK,29.44669725125408
