ID_Zindi,GT_NO2
ID_2MYNQS,29.183167746814547
ID_P4U5WU,36.003282635083906
ID_U4KWPK,38.76156188359954
ID_QGSNTZ,33.91438197383752
ID_GHSZ6K,31.668158737300757
ID_NKPFFW,34.138694664456125
ID_Z9ICW9,24.887003742302056
ID_H2YFI6,26.784029270921167
ID_RMBWWV,26.469902565799487
ID_8JASJD,28.845059746982713
ID_BVXTI2,22.65078546588194
ID_NDIOUZ,25.765816776253075
ID_AWH9CU,23.70297849402766
ID_FF8GFR,34.940671607620004
ID_SQCZ4B,45.313511057584606
ID_C2YTPV,26.984700056255633
ID_WV7RFQ,28.650021204882307
ID_E3CKAK,22.930632614673925
ID_U7XGZ3,29.571358816436657
ID_X8599L,35.46896505320086
ID_HR1N35,41.24987788516319
ID_O6FGA6,30.633178067660424
ID_Y1FO8G,36.613985310318355
ID_SGDI1C,37.78170384380104
ID_T2H0JJ,35.661221293973654
ID_V7BMNG,41.06826892726042
ID_S5MA32,43.59336889973963
ID_ANJZBA,41.086483647899286
ID_NZT2L7,40.215007912457224
ID_E4N2P4,42.325666499200736
ID_2LPD4W,38.133045067133764
ID_U51CCO,34.629092938905615
ID_7P7MDZ,37.0173508747373
ID_ZOMAXE,36.248109482202096
ID_L3HX41,36.92437084318328
ID_8E6XW7,36.977925069192565
ID_L36A06,31.53959712575852
ID_4UUVO8,36.14929616286804
ID_AI3L14,48.763132826340495
ID_Q3TKJO,33.46312875957602
ID_YSLM9R,40.16449583506835
ID_16OJ5Q,31.88052495460181
ID_BCQDMF,33.33663725408917
ID_HESMLO,33.22523475003652
ID_LVSQ5Z,39.943416458048716
ID_NYSBK9,51.02414679128543
ID_JO0816,47.52670939627649
ID_YU2FDJ,65.40666556180042
ID_WK1H30,37.09388309085864
ID_IMZNQW,35.0569755736758
ID_SV2X3R,27.512724306451446
ID_CUSO3Y,23.43696769642014
ID_3UDDC0,23.12894898461633
ID_W2SSXO,31.63346001532898
ID_WMBNA7,26.236284135389894
ID_8VHGC2,33.25379086740037
ID_EQZ4UO,30.084899854148546
ID_1HERHC,28.035234524404018
ID_CGV391,38.26404306913838
ID_D83DS9,28.643554758387893
ID_QB5VS9,35.79664676147877
ID_W4DSPL,39.84540620370706
ID_9QKTKF,47.057801992958275
ID_HUZUAO,46.12007834901061
ID_PTL4H1,40.04001664111962
ID_WG2SNW,39.729031899497386
ID_Y1YZTR,33.98101776320067
ID_TBFXSQ,38.1314638799642
ID_S53F29,40.045766796203054
ID_TYNKOT,33.217480210221424
ID_N6M5PK,33.758960401800664
ID_R760HZ,33.849485647545976
ID_3PBV8W,34.66765140698914
ID_VIF4K7,37.175006591325996
ID_JDSXF9,39.23229294209773
